Opening Id;Type;Peculiar Type;House Id;Bigger Area Room;Passing Standing Bigger Room;Bigger Area Room Type;Bigger Area Room m2;Smaller Area Room;Passing Standing Smaller Room;Smaller Area Room Type;Smaller Area Room m2;Width (cm);Height (cm);Length (cm);Level of Preservation;Id Threshold Sill;Id Lintel;Floor;Distance from Ground (cm);Frame Trace;Lintel Type;House Id:1;House Type;Date;Period;Town;Data Method;Total Square Meter (m2);Id Lintel:1;Lintel Length (cm);Lintel Width (cm);Lintel Thickness (cm);Lintel Material;Lintel Doorstop Width (cm);Lintel Tenon Hole Number;Lintel Hinge Hole Number;Lintel Bolt Hole Number;Id Threshold Sill:1;Threshold Sill Length (cm);Threshold Sill Width (cm);Threshold Sill Thickness (cm);Threshold Sill Material;Threshold Sill Type;Threshold Sill Doorstop Width (cm);Threshold Sill Tenon Hole Number;Threshold Sill Hinge Hole Number;Threshold Sill Bolt Hole Number;Threshold Sill Shutter Erosion;Threshold Sill Folding Door Channel;Outside_Inside
186;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;CORRIDOR;PASSING;PUBLIC ROOM;385;ENTRANCE;PASSING;PUBLIC ROOM;206;261;278;64;4;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
187;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;ENTRANCE;PASSING;PUBLIC ROOM;206;CUBICULUM;STANDING;PRIVATE ROOM;1878;109;;62;3;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
188;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;STREET;PASSING;OPEN SPACES;;ENTRANCE;PASSING;PUBLIC ROOM;206;260;;70;4;T0188;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;T0188;73;262;47;LIMESTONE;E;19;0;0;0;NO;NO;OUTSIDE
189;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;ENTRANCE;PASSING;PUBLIC ROOM;206;CUBICULUM;STANDING;PRIVATE ROOM;876;119;;78;3;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
190;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;87;79;;67;4;;;G;161;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
191;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;CUBICULUM;STANDING;PRIVATE ROOM;1062;CUBICULUM;STANDING;PRIVATE ROOM;87;90;;63;3;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
192;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;CORRIDOR;PASSING;PUBLIC ROOM;385;CUBICULUM;STANDING;PRIVATE ROOM;1062;73;202;58;4;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
193;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;CORRIDOR;PASSING;PUBLIC ROOM;385;RECEPTION ROOM;STANDING;PUBLIC ROOM;2245;125;;67;3;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
194;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;COURT;STANDING;OPEN SPACES;4225;CORRIDOR;PASSING;PUBLIC ROOM;385;134;171;67;3;;;1;180;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
195;WINDOW;BETWEEN FLATS;DOMUS DI GIOVE E GANIMEDE  4;CORRIDOR;PASSING;PUBLIC ROOM;385;RECEPTION ROOM;STANDING;PUBLIC ROOM;2332;102;;74;3;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
196;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;CORRIDOR;PASSING;PUBLIC ROOM;385;STAIRWAY;PASSING;SERVICE ROOM;2805;97;;62;4;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
197;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;STAIRWAY;PASSING;SERVICE ROOM;2805;CUBICULUM;STANDING;PRIVATE ROOM;1828;105;200;62;4;;;1;;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
198;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;STREET;PASSING;OPEN SPACES;;STAIRWAY;PASSING;SERVICE ROOM;2805;83;;60;3;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
199;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;STREET;PASSING;OPEN SPACES;;STAIRWAY;PASSING;SERVICE ROOM;2805;65;110;58;4;;;1;;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
200;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;CUBICULUM;STANDING;PRIVATE ROOM;1828;CUBICULUM;STANDING;PRIVATE ROOM;885;85;223;54;4;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
201;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;CORRIDOR;PASSING;PUBLIC ROOM;385;CUBICULUM;STANDING;PRIVATE ROOM;1828;82;216;58;4;;;1;;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
202;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;1081;128;160;63;4;;;1;106;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
203;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;RECEPTION ROOM;STANDING;PUBLIC ROOM;2483;CUBICULUM;STANDING;PRIVATE ROOM;1828;126;177;62;4;;;1;;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
204;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;ALA;STANDING;PUBLIC ROOM;3674;RECEPTION ROOM;STANDING;PUBLIC ROOM;2483;105;223;58;4;;;1;;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
205;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;STREET;PASSING;OPEN SPACES;;RECEPTION ROOM;STANDING;PUBLIC ROOM;2483;146;160;62;3;;;1;106;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
206;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;RECEPTION ROOM;STANDING;PUBLIC ROOM;3407;RECEPTION ROOM;STANDING;PUBLIC ROOM;2483;126;223;62;4;;;1;;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
207;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  4;ALA;STANDING;PUBLIC ROOM;3674;RECEPTION ROOM;STANDING;PUBLIC ROOM;3407;115;223;62;4;;;1;;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
208;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;STREET;PASSING;OPEN SPACES;;RECEPTION ROOM;STANDING;PUBLIC ROOM;3407;65;160;62;4;;;1;106;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
209;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;STREET;PASSING;OPEN SPACES;;RECEPTION ROOM;STANDING;PUBLIC ROOM;3407;88;160;62;4;;;1;106;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
210;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;CORRIDOR;PASSING;PUBLIC ROOM;385;ALA;STANDING;PUBLIC ROOM;3674;90;171;71;4;;;1;133;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
211;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;OECUS;STANDING;PUBLIC ROOM;5854;COURT;STANDING;OPEN SPACES;4225;134;;67;3;;;G;490;NO;A;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
212;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;OECUS;STANDING;PUBLIC ROOM;5854;COURT;STANDING;OPEN SPACES;4225;156;;67;3;;;G;490;NO;A;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
213;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;OECUS;STANDING;PUBLIC ROOM;5854;COURT;STANDING;OPEN SPACES;4225;156;;67;3;;;G;490;NO;A;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
214;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;GARDEN;STANDING;OPEN SPACES;3369;COURT;STANDING;OPEN SPACES;4225;410;;67;3;;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
215;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  4;COURT;STANDING;OPEN SPACES;4225;RECEPTION ROOM;STANDING;PUBLIC ROOM;2245;195;210;67;4;;;G;408;NO;E;DOMUS DI GIOVE E GANIMEDE  4;CENTRAL COURT APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;801;;;;;;;;;;;;;;;;;;;;;;INSIDE
216;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  5;STREET;PASSING;OPEN SPACES;;STAIRWAY;PASSING;SERVICE ROOM;1203;136;310;66;5;T0216;;G;;YES;E;DOMUS DI GIOVE E GANIMEDE  5;SHOP APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;125;;;;;;;;;;T0216;59;154;29;LIMESTONE;D;85;0;0;0;NO;NO;OUTSIDE
217;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  5;STREET;PASSING;OPEN SPACES;;ENTRANCE;PASSING;PUBLIC ROOM;1349;147;261;70;5;T0217;;G;;NO;E;DOMUS DI GIOVE E GANIMEDE  5;SHOP APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;125;;;;;;;;;;T0217;65;141;;LIMESTONE;D;23;0;0;0;NO;NO;OUTSIDE
219;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  5;CORRIDOR;PASSING;PUBLIC ROOM;844;UNDERSTAIR;STANDING;SERVICE ROOM;737;107;166;51;4;;;G;306;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  5;SHOP APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;125;;;;;;;;;;;;;;;;;;;;;;INSIDE
220;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  5;TABERNA;STANDING;PUBLIC ROOM;3896;ENTRANCE;PASSING;PUBLIC ROOM;1349;113;185;72;4;T0220;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  5;SHOP APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;125;;;;;;;;;;T0220;52;130;;LIMESTONE;D;15;0;0;0;NO;NO;INSIDE
221;WINDOW;NO;DOMUS DI GIOVE E GANIMEDE  5;STREET;PASSING;OPEN SPACES;;TABERNA;STANDING;PUBLIC ROOM;3896;75;93;60;5;;;G;217;NO;D;DOMUS DI GIOVE E GANIMEDE  5;SHOP APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;125;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
222;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  5;STREET;PASSING;OPEN SPACES;;TABERNA;STANDING;PUBLIC ROOM;3896;298;;60;5;T0138;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  5;SHOP APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;125;;;;;;;;;;T0138;67;275;;LIMESTONE;F;15;0;0;0;NO;YES;OUTSIDE
223;DOORWAY;NO;DOMUS DI GIOVE E GANIMEDE  5;STREET;PASSING;OPEN SPACES;;TABERNA;STANDING;PUBLIC ROOM;3896;294;;67;4;T0137;;G;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  5;SHOP APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;125;;;;;;;;;;T0137;71;172;36;LIMESTONE;F;15;0;0;0;NO;YES;OUTSIDE
224;DOORWAY;BETWEEN FLATS;DOMUS DI GIOVE E GANIMEDE  5;RECEPTION ROOM;STANDING;PUBLIC ROOM;3896;CUBICULUM;STANDING;PRIVATE ROOM;876;98;190;55;3;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  5;SHOP APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;125;;;;;;;;;;;;;;;;;;;;;;INSIDE
225;DOORWAY;BETWEEN FLATS;DOMUS DI GIOVE E GANIMEDE  5;RECEPTION ROOM;STANDING;PUBLIC ROOM;3896;CUBICULUM;STANDING;PRIVATE ROOM;876;88;200;55;3;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  5;SHOP APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;125;;;;;;;;;;;;;;;;;;;;;;INSIDE
226;DOORWAY;BETWEEN FLATS;DOMUS DI GIOVE E GANIMEDE  6;RECEPTION ROOM;STANDING;PUBLIC ROOM;3896;CUBICULUM;STANDING;PRIVATE ROOM;876;98;190;55;3;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  6;APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;101;;;;;;;;;;;;;;;;;;;;;;INSIDE
227;DOORWAY;BETWEEN FLATS;DOMUS DI GIOVE E GANIMEDE  6;RECEPTION ROOM;STANDING;PUBLIC ROOM;3896;CUBICULUM;STANDING;PRIVATE ROOM;876;88;200;55;3;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  6;APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;101;;;;;;;;;;;;;;;;;;;;;;INSIDE
228;WINDOW;BETWEEN FLATS;DOMUS DI GIOVE E GANIMEDE  6;RECEPTION ROOM;STANDING;PUBLIC ROOM;3896;CUBICULUM;STANDING;PRIVATE ROOM;1117;98;200;55;3;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  6;APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;101;;;;;;;;;;;;;;;;;;;;;;INSIDE
229;WINDOW;BETWEEN FLATS;DOMUS DI GIOVE E GANIMEDE  6;CORRIDOR;PASSING;PUBLIC ROOM;385;CUBICULUM;STANDING;PRIVATE ROOM;1117;102;;74;3;;;1;;NO;n.a.;DOMUS DI GIOVE E GANIMEDE  6;APARTMENT;II-III AD;MIDDLE EMPIRE;OSTIA;BOTH;101;;;;;;;;;;;;;;;;;;;;;;INSIDE
230;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;STREET;PASSING;OPEN SPACES;;CORRIDOR;PASSING;PUBLIC ROOM;98;180;305;69;4;;;G;;NO;E;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
231;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;SERVICE ROOM;STANDING;SERVICE ROOM;2061;CORRIDOR;PASSING;PUBLIC ROOM;98;91;205;74;4;;;G;;NO;n.a.;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
232;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;SERVICE ROOM;STANDING;SERVICE ROOM;2061;CORRIDOR;PASSING;PUBLIC ROOM;98;105;205;74;4;;;G;;NO;n.a.;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
233;WINDOW;NO;CASA DI BACCO FANCIULLO 1;STREET;PASSING;OPEN SPACES;;SERVICE ROOM;STANDING;SERVICE ROOM;2061;125;106;62;4;;;G;213;NO;E;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
234;WINDOW;NO;CASA DI BACCO FANCIULLO 1;STREET;PASSING;OPEN SPACES;;SERVICE ROOM;STANDING;SERVICE ROOM;2061;119;106;62;4;;;G;213;NO;E;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
235;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;RECEPTION ROOM;STANDING;PUBLIC ROOM;331;CORRIDOR;PASSING;PUBLIC ROOM;98;96;205;72;4;;;G;;NO;n.a.;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
236;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;RECEPTION ROOM;STANDING;PUBLIC ROOM;331;CORRIDOR;PASSING;PUBLIC ROOM;98;175;247;72;4;;;G;;NO;n.a.;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
237;WINDOW;NO;CASA DI BACCO FANCIULLO 1;GARDEN;STANDING;OPEN SPACES;3369;RECEPTION ROOM;STANDING;PUBLIC ROOM;331;154;168;80;4;;;G;;NO;C;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
238;WINDOW;NO;CASA DI BACCO FANCIULLO 1;GARDEN;STANDING;OPEN SPACES;3369;RECEPTION ROOM;STANDING;PUBLIC ROOM;331;165;168;80;4;;;G;;NO;C;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
239;WINDOW;NO;CASA DI BACCO FANCIULLO 1;GARDEN;STANDING;OPEN SPACES;3369;RECEPTION ROOM;STANDING;PUBLIC ROOM;331;142;168;80;4;;;G;;NO;C;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
240;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;GARDEN;STANDING;OPEN SPACES;3369;MEDIANUM;PASSING;PUBLIC ROOM;4775;88;208;67;4;T0240;;G;;NO;C;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;T0240;67;88;;LIMESTONE;D;20;0;0;0;NO;NO;OUTSIDE
241;WINDOW;NO;CASA DI BACCO FANCIULLO 1;GARDEN;STANDING;OPEN SPACES;3369;MEDIANUM;PASSING;PUBLIC ROOM;4775;227;200;67;4;;;G;134;NO;C;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
242;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;MEDIANUM;PASSING;PUBLIC ROOM;4775;CUBICULUM;STANDING;PRIVATE ROOM;1229;104;206;63;4;;;G;;NO;n.a.;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
243;WINDOW;NO;CASA DI BACCO FANCIULLO 1;GARDEN;STANDING;OPEN SPACES;3369;MEDIANUM;PASSING;PUBLIC ROOM;4775;212;200;67;4;;;G;134;NO;C;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
244;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;MEDIANUM;PASSING;PUBLIC ROOM;4775;CUBICULUM;STANDING;PRIVATE ROOM;2022;177;239;64;4;;;G;;NO;n.a.;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
245;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;MEDIANUM;PASSING;PUBLIC ROOM;4775;RECEPTION ROOM;STANDING;PUBLIC ROOM;1643;146;217;73;4;;;G;;NO;n.a.;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
246;WINDOW;NO;CASA DI BACCO FANCIULLO 1;GARDEN;STANDING;OPEN SPACES;3369;RECEPTION ROOM;STANDING;PUBLIC ROOM;1643;190;200;65;4;;;G;134;NO;C;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
247;WINDOW;NO;CASA DI BACCO FANCIULLO 1;CUBICULUM;STANDING;PRIVATE ROOM;1973;RECEPTION ROOM;STANDING;PUBLIC ROOM;1643;179;200;52;4;;;G;84;NO;E;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
248;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;CUBICULUM;STANDING;PRIVATE ROOM;1973;RECEPTION ROOM;STANDING;PUBLIC ROOM;1643;85;209;52;4;;;G;;NO;n.a.;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
249;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;CUBICULUM;STANDING;PRIVATE ROOM;2022;CUBICULUM;STANDING;PRIVATE ROOM;1973;103;215;73;4;;;G;;NO;n.a.;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
250;WINDOW;NO;CASA DI BACCO FANCIULLO 1;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;2022;126;135;72;4;;;G;216;NO;C;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
251;DOORWAY;NO;CASA DI BACCO FANCIULLO 1;CUBICULUM;STANDING;PRIVATE ROOM;2022;CUBICULUM;STANDING;PRIVATE ROOM;1229;102;217;65;4;;;G;;NO;n.a.;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;INSIDE
252;WINDOW;NO;CASA DI BACCO FANCIULLO 1;STREET;PASSING;OPEN SPACES;;CUBICULUM;STANDING;PRIVATE ROOM;1229;96;117;72;4;;;G;218;NO;C;CASA DI BACCO FANCIULLO 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;BOTH;432;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
