Opening Id,Type,Peculiar Type,House Id,Bigger Area Room,Outside Inside Facing,Passing Standing Bigger Room,Bigger Area Room Type,Bigger Area Room m2,Smaller Area Room,Passing Standing Smaller Room,Smaller Area Room Type,Smaller Area Room m2,Width (cm),Height (cm),Length (cm),Level of Preservation,Id Threshold Sill,Id Lintel,Floor,Distance from Ground (cm),Frame Trace,Lintel Type,House Id:1,House Type,Date,Period,Town,Data Method,Total Square Meter (m2),Id Lintel:1,Lintel Length (cm),Lintel Width (cm),Lintel Thickness (cm),Lintel Material,Lintel Doorstop Width (cm),Lintel Tenon Hole Number,Lintel Hinge Hole Number,Lintel Bolt Hole Number,Id Threshold Sill:1,Threshold Sill Length (cm),Threshold Sill Width (cm),Threshold Sill Thickness (cm),Threshold Sill Material,Threshold Sill Type,Threshold Sill Doorstop Width (cm),Threshold Sill Tenon Hole Number,Threshold Sill Hinge Hole Number,Threshold Sill Bolt Hole Number,Threshold Sill Shutter Erosion,Threshold Sill Folding Door Channel
395,DOORWAY,NO,CASEGGIATO DI  DIANA  1,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,150,455,60,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
396,WINDOW,NO,CASEGGIATO DI  DIANA  1,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,120,268,60,4,,,G,181,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
397,DOORWAY,NO,CASEGGIATO DI  DIANA  1,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,31.29,355,411,60,4,,,G,,NO,G,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
398,WINDOW,NO,CASEGGIATO DI  DIANA  1,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,23.09,148,140,60,4,,,G,190,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
399,WINDOW,NO,CASEGGIATO DI  DIANA  1,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,23.09,150,152,60,4,,,G,174,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
401,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,CORRIDOR,PASSING,PUBLIC ROOM,31.29,60,90,63,4,,,G,237,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
403,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,CORRIDOR,PASSING,PUBLIC ROOM,31.29,60,90,63,4,,,G,237,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
404,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,31.29,CORRIDOR,PASSING,PUBLIC ROOM,23.09,187,200,35,3,T0404,,G,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,T0404,35,187,,MOSAIC,C,0,0,0,0,NO,NO
405,DOORWAY,NO,CASEGGIATO DI  DIANA  1,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,31.29,SERVICE ROOM,STANDING,SERVICE ROOM,5.59,102,192,60,4,T0405,,G,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,T0405,60,102,,MOSAIC,C,0,0,0,0,NO,NO
406,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TRICLINIUM,INSIDE,STANDING,PUBLIC ROOM,54.77,SERVICE ROOM,STANDING,SERVICE ROOM,5.59,118,210,59,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
409,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,OECUS,STANDING,PUBLIC ROOM,15.46,66,43,62,4,,,G,244,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
411,DOORWAY,NO,CASEGGIATO DI  DIANA  1,OECUS,INSIDE,STANDING,PUBLIC ROOM,16.08,OECUS,STANDING,PUBLIC ROOM,15.46,107,216,60,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
412,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TRICLINIUM,INSIDE,STANDING,PUBLIC ROOM,54.77,CORRIDOR,PASSING,PUBLIC ROOM,31.29,357,322,61,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
414,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,29.71,236,318,61,4,,L0414,G,,YES,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0414,107,60,9,WOOD,,,,,,,,,,,,,,,,
415,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TABERNA,INSIDE,STANDING,PUBLIC ROOM,29.71,TABERNA,STANDING,PUBLIC ROOM,8.62,89,180,60,4,,L0415,G,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0415,144,60,11,WOOD,,,,,,,,,,,,,,,,
416,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DI  DIANA  1,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,37.73,TABERNA,STANDING,PUBLIC ROOM,8.62,44,55,58,4,,,G,,NO,B,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
417,DOORWAY,NO,CASEGGIATO DI  DIANA  1,TABERNA,INSIDE,STANDING,PUBLIC ROOM,8.62,UNDERSTAIR,STANDING,SERVICE ROOM,8.75,76,175,45,4,,L0417,G,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0417,94,45,8,WOOD,,,,,,,,,,,,,,,,
418,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,STAIRWAY,PASSING,SERVICE ROOM,8.75,131,227,56,4,,L0418,G,,YES,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0418,149,56,9,WOOD,,,,,,,,,,,,,,,,
419,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DI  DIANA  1,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,37.73,UNDERSTAIR,STANDING,SERVICE ROOM,8.75,43,57,58,4,,,G,,NO,A,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
420,DOORWAY,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,8.62,149,318,60,4,,L0420,G,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0420,167,60,8,WOOD,,,,,,,,,,,,,,,,
437,WINDOW,NO,CASEGGIATO DI  DIANA  1,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,25.78,CUBICULUM,STANDING,PRIVATE ROOM,11.4,104,105,58,4,,,1,,NO,n.a.,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
448,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,28.93,93,112,61,4,,,1,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
449,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,28.87,93,112,61,4,,,1,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
450,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,32.37,93,112,61,4,,,1,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
451,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,23.7,93,112,61,4,,,1,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
452,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,23.77,93,112,61,4,,,1,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
453,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,29.7,93,112,61,4,,,1,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
454,WINDOW,NO,CASEGGIATO DI  DIANA  1,STREET,OUTSIDE,PASSING,OPEN SPACES,,CUBICULUM,STANDING,PRIVATE ROOM,29.82,93,112,61,4,,,1,,NO,F,CASEGGIATO DI  DIANA  1,CENTRAL COURT APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
456,DOORWAY,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,STAIRWAY,PASSING,SERVICE ROOM,16.47,137,285,56,4,,L0456,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0456,155,56,10,WOOD,,,,,,,,,,,,,,,,
457,DOORWAY,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,22.09,176,304,60,4,,L0457,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0457,194,60,12,WOOD,,,,,,,,,,,,,,,,
458,DOORWAY,NO,CASEGGIATO DI  DIANA  2,ENTRANCE,INSIDE,PASSING,PUBLIC ROOM,22.09,UNDERSTAIR,STANDING,SERVICE ROOM,16.47,80,189,61,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
459,DOORWAY,NO,CASEGGIATO DI  DIANA  2,ENTRANCE,INSIDE,PASSING,PUBLIC ROOM,22.09,CUBICULUM,STANDING,PRIVATE ROOM,6.54,86,180,60,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
460,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DI  DIANA  2,LATRINA,INSIDE,STANDING,SERVICE ROOM,8.74,CUBICULUM,STANDING,PRIVATE ROOM,6.54,44,94,60,4,,,G,140,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
461,DOORWAY,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,36.63,297,318,60,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
462,WINDOW,NO,CASEGGIATO DI  DIANA  2,ENTRANCE,INSIDE,PASSING,PUBLIC ROOM,36.63,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,60,145,61,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
463,DOORWAY,NO,CASEGGIATO DI  DIANA  2,ENTRANCE,INSIDE,PASSING,PUBLIC ROOM,36.63,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,95,212,61,4,,L0463,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0463,173,61,8,WOOD,,,,,,,,,,,,,,,,
464,DOORWAY,NO,CASEGGIATO DI  DIANA  2,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,25.78,ANTICHAMBER,STANDING,PUBLIC ROOM,14.94,103,205,61,4,,L0464,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0464,126,61,6,WOOD,,,,,,,,,,,,,,,,
465,DOORWAY,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,29.14,295,318,61,4,,L0465,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0465,313,61,9,WOOD,,,,,,,,,,,,,,,,
466,DOORWAY,NO,CASEGGIATO DI  DIANA  2,ENTRANCE,INSIDE,PASSING,PUBLIC ROOM,29.14,ANTICHAMBER,STANDING,PUBLIC ROOM,11.38,90,210,61,4,,L0466,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0466,133,61,8,WOOD,,,,,,,,,,,,,,,,
467,DOORWAY,NO,CASEGGIATO DI  DIANA  2,ANTICHAMBER,INSIDE,STANDING,PUBLIC ROOM,11.38,CORRIDOR,PASSING,PUBLIC ROOM,9.8,104,207,61,4,,,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
468,DOORWAY,NO,CASEGGIATO DI  DIANA  2,ENTRANCE,INSIDE,PASSING,PUBLIC ROOM,29.14,TABERNA,STANDING,PUBLIC ROOM,14.01,108,318,61,4,,,G,,NO,C,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
469,DOORWAY,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,14.01,275,318,61,4,,L0469,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0469,293,61,8,WOOD,,,,,,,,,,,,,,,,
470,DOORWAY,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,14.01,107,318,61,4,,L0470,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0470,313,61,9,WOOD,,,,,,,,,,,,,,,,
471,DOORWAY,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,15.36,137,318,61,4,,L0471,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0471,313,61,9,WOOD,,,,,,,,,,,,,,,,
473,DOORWAY,NO,CASEGGIATO DI  DIANA  2,TABERNA,INSIDE,STANDING,PUBLIC ROOM,23.72,TABERNA,STANDING,PUBLIC ROOM,15.36,90,200,58,4,,L0473,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0473,141,57,8,WOOD,,,,,,,,,,,,,,,,
474,DOORWAY,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,23.72,277,318,61,4,,L0474,G,,YES,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0474,295,61,8,WOOD,,,,,,,,,,,,,,,,
475,WINDOW,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,LATRINA,STANDING,SERVICE ROOM,8.74,60,45,63,4,,,G,112,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
476,DOORWAY,NO,CASEGGIATO DI  DIANA  2,ANTICHAMBER,INSIDE,STANDING,PUBLIC ROOM,23.72,LATRINA,STANDING,SERVICE ROOM,15.36,118,290,58,4,,,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
477,DOORWAY,NO,CASEGGIATO DI  DIANA  2,ENTRANCE,INSIDE,PASSING,PUBLIC ROOM,22.09,ANTICHAMBER,STANDING,PUBLIC ROOM,13.49,175,262,60,4,,,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
478,DOORWAY,NO,CASEGGIATO DI  DIANA  2,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,17.36,ANTICHAMBER,STANDING,PUBLIC ROOM,13.49,132,219,62,4,,,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
479,DOORWAY,NO,CASEGGIATO DI  DIANA  2,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,25.78,CORRIDOR,PASSING,PUBLIC ROOM,17.36,146,191,60,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
480,WINDOW,NO,CASEGGIATO DI  DIANA  2,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,25.78,CORRIDOR,PASSING,PUBLIC ROOM,17.36,148,170,60,4,,,G,87,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
481,WINDOW,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,SERVICE ROOM,STANDING,SERVICE ROOM,7.86,75,105,60,4,,,G,321,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
482,DOORWAY,NO,CASEGGIATO DI  DIANA  2,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,17.36,226,450,60,4,,,G,,NO,G,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
483,DOORWAY,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,TABERNA,STANDING,PUBLIC ROOM,28.34,195,318,60,4,,L0483,G,,YES,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0483,203,60,8,WOOD,,,,,,,,,,,,,,,,
484,DOORWAY,NO,CASEGGIATO DI  DIANA  2,TABERNA,INSIDE,STANDING,PUBLIC ROOM,28.34,ENTRANCE,PASSING,PUBLIC ROOM,10.08,91,215,60,4,,L0484,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0484,118,60,9,WOOD,,,,,,,,,,,,,,,,
485,DOORWAY,NO,CASEGGIATO DI  DIANA  2,STREET,OUTSIDE,PASSING,OPEN SPACES,,ENTRANCE,PASSING,PUBLIC ROOM,10.08,149,318,60,4,,L0485,G,,YES,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,L0485,167,60,8,WOOD,,,,,,,,,,,,,,,,
486,DOORWAY,NO,CASEGGIATO DI  DIANA  2,ENTRANCE,INSIDE,PASSING,PUBLIC ROOM,10.08,UNDERSTAIR,STANDING,SERVICE ROOM,8.75,117,200,60,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
487,DOORWAY,NO,CASEGGIATO DI  DIANA  2,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,37.73,ENTRANCE,PASSING,PUBLIC ROOM,10.08,143,308,,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
488,DOORWAY,NO,CASEGGIATO DI  DIANA  2,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,175,448,60,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
489,DOORWAY,NO,CASEGGIATO DI  DIANA  2,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,150,455,60,4,,,G,,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
490,WINDOW,NO,CASEGGIATO DI  DIANA  2,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,37.73,120,268,60,4,,,G,181,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
491,DOORWAY,NO,CASEGGIATO DI  DIANA  2,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CORRIDOR,PASSING,PUBLIC ROOM,31.29,177,411,60,4,,,G,,NO,G,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
492,WINDOW,NO,CASEGGIATO DI  DIANA  2,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CUBICULUM,STANDING,PRIVATE ROOM,24.61,148,140,60,4,,,G,190,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
493,WINDOW,NO,CASEGGIATO DI  DIANA  2,COURT,OUTSIDE,STANDING,OPEN SPACES,51.93,CUBICULUM,STANDING,PRIVATE ROOM,25.02,150,152,60,4,,,G,174,NO,n.a.,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
495,DOORWAY,NO,CASEGGIATO DI  DIANA  2,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,25.02,CORRIDOR,PASSING,PUBLIC ROOM,17.36,182,208,53,4,,,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
496,DOORWAY,NO,CASEGGIATO DI  DIANA  2,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,25.02,CUBICULUM,STANDING,PRIVATE ROOM,24.61,183,218,56,4,,,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
497,DOORWAY,NO,CASEGGIATO DI  DIANA  2,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,31.29,CUBICULUM,STANDING,PRIVATE ROOM,24.61,187,200,,4,,,G,,NO,F,CASEGGIATO DI  DIANA  2,CENTRAL COURT APARTMENT,III AD,MIDDLE EMPIRE,OSTIA,BOTH,1751,,,,,,,,,,,,,,,,,,,,,
